time,frequency,confidence
2.500,286.444,0.938917
2.510,287.207,0.958898
2.520,286.814,0.950851
2.530,285.852,0.953589
2.540,284.933,0.975769
2.550,284.569,0.979209
2.560,284.077,0.978445
2.570,283.227,0.965093
2.580,282.168,0.960515
2.590,280.914,0.962643
2.600,279.749,0.925801
2.610,278.646,0.959485
2.620,277.783,0.967024
2.630,278.048,0.966264
2.640,278.271,0.965578
2.650,278.117,0.967082
2.660,277.416,0.965491
2.670,276.755,0.954050
2.680,276.536,0.951609
2.690,276.585,0.948763
2.700,276.399,0.941319
2.710,276.163,0.943417
2.720,276.267,0.942164
2.730,276.235,0.939243
2.740,275.891,0.954832
2.750,275.167,0.966328
2.760,274.523,0.970812
2.770,274.445,0.966622
2.780,274.584,0.968572
2.790,274.455,0.965435
2.800,274.322,0.968035
2.810,274.283,0.965336
2.820,274.644,0.968982
2.830,275.385,0.963718
2.840,276.038,0.952752
2.850,276.215,0.941971
2.860,275.986,0.953464
2.870,275.891,0.954830
2.880,275.816,0.959973
2.890,275.609,0.962537
2.900,275.645,0.964950
2.910,275.792,0.959220
2.920,276.041,0.954055
2.930,276.244,0.940515
2.940,276.447,0.941250
2.950,276.685,0.946860
2.960,276.727,0.950130
2.970,276.633,0.953470
2.980,276.831,0.957799
2.990,277.051,0.965512
3.000,277.180,0.964623
3.010,277.217,0.968969
3.020,276.886,0.961475
3.030,276.377,0.948145
3.040,275.734,0.956636
3.050,275.209,0.970231
3.060,274.741,0.969271
3.070,274.408,0.969427
3.080,274.091,0.964052
3.090,274.063,0.965993
3.100,274.218,0.962102
3.110,274.680,0.968734
3.120,274.931,0.968025
3.130,274.636,0.973760
3.140,273.826,0.962395
3.150,272.425,0.961664
3.160,269.661,0.838536
3.170,266.170,0.722058
3.180,273.173,0.586902
3.190,278.204,0.799882
3.200,279.126,0.849549
3.210,278.515,0.915144
3.220,277.613,0.961428
3.230,276.917,0.960147
3.240,277.328,0.966327
3.250,277.765,0.969994
3.260,278.242,0.966384
3.270,278.303,0.965727
3.280,278.418,0.965228
3.290,278.338,0.969687
3.300,278.450,0.964088
3.310,278.200,0.968551
3.320,277.897,0.967608
3.330,277.302,0.966102
3.340,276.753,0.957865
3.350,276.372,0.937959
3.360,276.411,0.939123
3.370,276.836,0.950639
3.380,277.174,0.961306
3.390,277.275,0.963008
3.400,276.993,0.960051
3.410,276.895,0.958520
3.420,276.567,0.951054
3.430,275.432,0.950266
3.440,273.166,0.873499
